Sex;ID;Age;CaptivityWild;Height;Chest Girth;Neck Circumference;Length;Weight;Foot size
1;FJ;171;a;211;315;NA;226;1942;112
1;FJ;172;a;213;310;NA;234;2052;112
1;FJ;169;a;213;312;NA;221;2116;112
2;FK;156;a;216;302;NA;301;2080;103
2;FK;151;a;216;303;NA;301;1935;103
2;FK;156;a;216;307;NA;301;2039;103
2;FK;155;a;216;308;NA;301;2071;103
2;FK;152;a;216;310;NA;301;2005;103
2;FK;159;a;219;NA;NA;301;2120;NA
1;FL;150;a;193;279;NA;185;1553;91
1;FL;158;a;194;298;183;NA;1619;105
1;FL;154;a;196;275;180;185;1621;110
1;FL;153;a;196;275;180;185;1630;110
1;FL;153;a;196;275;180;185;1635;110
1;FL;157;a;196;296;184;NA;1639;NA
1;FL;159;a;196;299;183;NA;1634;107
1;FL;163;a;198;180;182;NA;1643;102
1;FL;156;a;198;280;188;NA;1647;NA
1;FL;165;a;199;280;180;NA;1762;95
1;FL;167;a;200;280;165;NA;1935;95
1;FL;160;a;200;281;182;NA;1666;100
1;FL;167;a;201;290;183;NA;1576;101
1;FL;155;a;NA;268;NA;NA;1646;NA
2;FM;153;a;201;198;NA;203;1838;196
2;FM;158;a;202;300;187;193;1922;112
2;FM;157;a;202;300;187;193;1937;112
2;FM;156;a;202;300;187;193;1979;112
2;FM;161;a;203;308;219;NA;1983;NA
2;FM;162;a;204;304;219;NA;1944;115
2;FM;163;a;204;307;219;NA;1948;116
2;FM;160;a;204;312;220;NA;2019;NA
2;FM;164;a;205;310;217;NA;1924;117
2;FM;166;a;207;305;205;NA;1925;111
2;FM;169;a;208;288;189;NA;1930;100
2;FM;170;a;210;296;200;NA;1862;110
2;FM;171;a;257;303;210;NA;1932;110
2;FM;159;a;NA;305;NA;NA;1987;NA
1;FN;153;a;188;288;184;NA;1463;107
1;FN;154;a;189;286;186;NA;1442;107
1;FN;152;a;189;288;186;NA;1484;NA
1;FN;155;a;190;293;190;NA;1493;107
1;FN;151;a;192;295;182;NA;1499;NA
1;FN;145;a;193;277;NA;175;1451;91
1;FN;160;a;195;292;179;NA;1598;100
1;FN;157;a;198;287;183;NA;1522;100
1;FN;147;a;200;280;175;178;1476;97
1;FN;149;a;200;280;175;178;1523;97
1;FN;148;a;200;280;175;178;1524;97
1;FN;161;a;200;280;180;NA;1469;101
1;FN;162;a;202;285;183;NA;1570;101
1;FN;150;a;NA;286;NA;NA;1491;NA
1;FO;277;a;210;304;202;NA;2313;109
1;FO;273;a;214;320;127;NA;2220;NA
1;FO;275;a;215;320;194;NA;2249;111
1;FO;269;a;216;318;201;203;2152;110
1;FO;271;a;216;318;201;203;2195;110
1;FO;270;a;216;318;201;203;2217;110
1;FO;274;a;216;320;195;NA;2233;NA
1;FO;276;a;216;322;195;NA;2266;111
1;FO;280;a;216;328;209;NA;2396;106
1;FO;282;a;216;330;209;NA;2793;105
1;FO;284;a;221;323;215;NA;2407;106
1;FO;272;a;NA;319;208;NA;2238;NA
1;FO;284;a;NA;322;195;NA;2282;111
2;FP;263;a;226;323;NA;213;2487;114
2;FP;291;a;231;336;NA;NA;2688;NA
1;FQ;246;a;211;307;NA;208;2057;107
1;FR;245;a;201;310;NA;208;1764;107
2;FS;257;a;198;338;239;NA;2850;121
2;FS;253;a;217;326;222;NA;2373;114
2;FS;249;a;217;331;226;NA;2254;NA
2;FS;259;a;218;330;220;NA;2517;115
2;FS;252;a;219;330;224;NA;2366;113
2;FS;251;a;219;334;223;NA;2373;112
2;FS;259;a;219;338;225;NA;2376;133
2;FS;250;a;220;330;220;NA;2385;NA
2;FS;246;a;222;316;223;183;2287;112
2;FS;245;a;222;316;223;183;2297;112
2;FS;247;a;222;316;223;183;2303;112
2;FS;255;a;222;332;230;NA;2507;114
2;FT;459;a;233;351;265;324;3088;118
2;FT;455;a;241;358;269;NA;3170;119
2;FT;460;a;244;363;259;327;3088;116
2;FT;449;a;244;371;274;251;3127;NA
2;FT;457;a;246;352;270;327;2917;120
1;FU;443;b;241;318;206;NA;2198;NA
1;FU;445;b;NA;NA;NA;221;2237;NA
2;FV;414;b;223;350;240;311;3000;120
2;FV;407;b;226;340;221;244;2793;NA
2;FV;417;b;227;370;248;315;3080;121
2;FV;414;b;229;354;228;NA;3047;120
2;FV;417;b;232;350;245;316;3080;116
2;FW;515;b;231;351;NA;251;2813;122
2;FW;543;b;236;366;NA;NA;2991;NA
2;FX;492;a;241;331;NA;NA;2840;NA
2;FX;464;a;246;366;NA;244;2939;130
2;FY;525;b;251;372;NA;229;3237;132
1;FZ;537;b;213;315;NA;198;2172;114
2;GA;49;a;160;224;140;160;928;90
2;GA;48;a;160;224;140;160;950;90
2;GA;50;a;160;224;140;160;953;90
2;GA;52;a;160;229;141;NA;908;NA
2;GA;59;a;164;230;140;NA;942;86
2;GA;54;a;164;234;141;NA;934;95
2;GA;63;a;164;235;142;NA;960;88
2;GA;63;a;164;236;141;NA;972;90
2;GA;55;a;164;237;143;NA;940;95
2;GA;53;a;164;239;144;NA;950;NA
2;GA;56;a;166;235;149;NA;967;88
2;GA;74;a;168;235;NA;NA;1038;NA
2;GA;61;a;NA;235;142;NA;1459;85
2;GA;51;a;NA;235;NA;NA;915;NA
1;GB;153;a;193;267;NA;198;1496;97
1;GB;156;a;193;267;NA;203;1537;99
1;GB;155;a;193;272;NA;198;1617;99
1;GB;165;a;193;274;NA;198;1590;104
1;GB;158;a;193;274;NA;201;1323;102
1;GB;156;a;193;274;NA;201;1408;102
1;GB;163;a;193;277;NA;201;1590;107
1;GB;173;a;196;272;NA;208;1680;104
1;GB;176;a;196;274;NA;201;1678;102
1;GB;162;a;196;277;NA;216;1022;112
1;GB;163;a;196;277;NA;216;1602;112
1;GB;177;a;196;279;NA;206;1662;102
1;GB;167;a;196;279;NA;208;1704;107
1;GB;169;a;198;272;NA;206;1597;NA
1;GB;172;a;198;274;NA;201;1644;97
1;GB;171;a;198;274;NA;201;1608;104
1;GB;178;a;198;277;NA;213;1652;104
1;GB;170;a;198;282;NA;206;1708;104
1;GB;174;a;201;272;NA;203;1690;104
1;GB;168;a;201;277;NA;206;1598;104
1;GB;175;a;206;302;NA;213;1672;102
1;GC;155;b;234;292;178;NA;1875;NA
1;GC;157;b;NA;NA;NA;206;1887;NA
2;GD;157;a;190;294;175;NA;1571;NA
2;GD;164;a;191;294;180;NA;1693;100
2;GD;166;a;192;280;176;NA;1736;100
2;GD;159;a;194;294;174;NA;1587;110
2;GD;151;a;196;279;NA;196;1482;99
2;GD;153;a;196;283;171;183;1528;102
2;GD;154;a;196;283;171;183;1550;102
2;GD;155;a;196;283;171;183;1596;102
2;GD;160;a;196;294;176;NA;1598;110
2;GD;158;a;196;295;176;NA;1763;NA
2;GD;161;a;197;284;168;NA;1599;104
2;GD;168;a;197;285;168;NA;1645;106
2;GD;168;a;197;294;174;NA;1582;105
2;GD;179;a;201;290;NA;NA;1774;NA
2;GD;156;a;NA;273;NA;NA;1566;NA
2;GE;168;a;190;294;182;NA;1803;NA
2;GE;162;a;191;282;NA;203;1681;99
2;GE;172;a;195;294;174;NA;1757;99
2;GE;177;a;195;300;179;NA;1755;105
2;GE;170;a;197;284;173;NA;1773;99
2;GE;174;a;197;293;179;NA;1847;100
2;GE;178;a;197;300;190;NA;1838;106
2;GE;171;a;198;290;174;NA;1783;100
2;GE;178;a;198;297;197;NA;1829;107
2;GE;169;a;199;290;170;NA;1791;NA
2;GE;164;a;204;277;175;196;1682;101
2;GE;165;a;204;277;175;196;1682;101
2;GE;166;a;204;277;175;196;1705;101
2;GE;190;a;204;309;NA;NA;1990;NA
2;GE;167;a;NA;291;178;NA;1737;NA
2;GF;182;a;222;332;NA;301;2424;113
2;GF;187;a;222;338;NA;301;2650;113
2;GF;187;a;222;339;NA;301;2532;113
2;GF;186;a;222;340;NA;301;2601;113
2;GF;183;a;222;353;NA;301;2610;113
2;GF;189;a;224;NA;NA;302;2695;NA
2;GG;186;a;203;308;NA;NA;1237;104
2;GG;184;a;204;302;175;NA;1674;108
2;GG;189;a;205;302;175;NA;1681;107
2;GG;183;a;205;304;174;NA;1678;NA
2;GG;185;a;205;304;175;NA;1680;108
2;GG;191;a;205;306;179;NA;1785;105
2;GG;182;a;206;292;175;NA;1691;NA
2;GG;176;a;206;292;NA;203;1592;104
2;GG;193;a;207;305;176;NA;1690;108
2;GG;204;a;208;310;NA;NA;2964;NA
2;GG;180;a;210;292;174;178;1595;102
2;GG;179;a;210;292;174;178;1632;102
2;GG;179;a;210;292;174;178;1663;102
2;GG;193;a;212;301;180;NA;1794;110
2;GH;178;a;195;287;180;152;1667;93
2;GH;179;a;195;287;180;152;1667;93
2;GH;180;a;195;287;180;152;1696;93
2;GH;182;a;197;300;189;NA;1732;NA
2;GH;192;a;200;295;197;NA;2196;99
2;GH;190;a;200;297;195;NA;1796;100
2;GH;186;a;202;290;195;NA;1747;100
2;GH;184;a;202;297;198;NA;1747;100
2;GH;185;a;202;298;199;NA;1757;100
2;GH;192;a;202;298;199;NA;1760;202
2;GH;188;a;202;299;198;NA;1755;100
2;GH;175;a;203;295;NA;160;1608;102
2;GH;183;a;203;299;198;NA;1755;NA
2;GH;203;a;203;310;NA;NA;1394;NA
2;GH;181;a;NA;297;191;NA;1741;NA
2;GI;214;a;234;345;NA;216;2454;119
2;GI;224;a;234;351;NA;244;2786;122
2;GI;215;a;234;356;NA;224;2856;119
2;GI;223;a;234;356;NA;246;2814;122
2;GI;228;a;236;343;NA;239;2735;119
2;GI;228;a;236;345;NA;239;2735;117
2;GI;231;a;236;345;NA;239;2652;122
2;GI;225;a;236;348;NA;241;2665;119
2;GI;216;a;236;351;NA;224;2803;119
2;GI;222;a;236;351;NA;251;2802;122
2;GI;233;a;239;345;NA;239;2752;122
2;GI;217;a;239;348;NA;218;2606;122
2;GI;232;a;239;348;NA;244;2612;119
2;GI;218;a;239;351;NA;231;2358;122
2;GI;236;a;241;340;NA;236;2848;117
2;GI;235;a;244;343;NA;254;2616;124
2;GI;238;a;244;345;NA;241;2937;122
2;GI;230;a;244;348;NA;236;2772;122
2;GI;237;a;244;348;NA;239;2821;124
2;GI;229;a;244;353;NA;236;2806;122
2;GI;235;a;249;353;NA;226;2739;122
2;GJ;278;a;214;306;NA;283;2132;104
2;GJ;276;a;214;307;NA;283;2231;104
2;GJ;277;a;214;308;NA;283;2235;104
2;GJ;271;a;214;314;NA;283;2037;104
2;GJ;272;a;214;314;NA;283;2137;104
2;GJ;273;a;214;320;NA;283;2230;104
2;GJ;280;a;216;313;NA;284;2293;105
1;GK;276;a;217;323;NA;211;2140;104
2;GL;270;a;244;334;NA;229;2644;118
1;GM;282;a;223;344;212;297;2627;113
1;GM;279;a;223;345;221;277;2820;123
1;GM;282;a;225;337;216;310;2627;114
1;GM;272;a;226;345;224;213;2825;NA
1;GM;278;a;231;333;224;NA;2795;117
1;GN;272;a;234;345;NA;224;2569;117
1;GO;262;a;216;312;NA;216;2117;107
1;GP;254;a;221;328;NA;213;2376;112
1;GQ;293;a;204;312;NA;299;2186;105
1;GQ;289;a;204;314;NA;299;2028;105
1;GQ;294;a;204;315;NA;299;2023;105
1;GQ;290;a;204;318;NA;299;2050;105
1;GQ;294;a;204;321;NA;299;2190;105
1;GQ;296;a;204;NA;NA;299;2145;NA
1;GR;278;a;216;310;NA;218;2115;104
2;GS;312;a;238;360;NA;NA;2874;NA
2;GT;424;a;225;342;238;290;2616;119
2;GT;416;a;226;340;236;213;2549;NA
2;GT;426;a;227;338;251;315;2605;120
2;GT;427;a;228;344;245;290;2605;118
2;GT;422;a;229;340;244;NA;2626;122
1;GU;425;a;215;330;196;NA;2353;112
1;GU;428;a;216;332;207;NA;2438;114
1;GU;430;a;216;335;208;NA;2841;115
1;GU;421;a;218;320;200;NA;2220;NA
1;GU;415;a;218;328;NA;221;2211;114
1;GU;432;a;218;330;213;NA;2940;111
1;GU;443;a;218;340;NA;NA;2351;NA
1;GU;417;a;220;320;205;178;2244;115
1;GU;418;a;220;320;205;178;2264;115
1;GU;419;a;220;320;205;178;2311;115
1;GU;422;a;221;312;193;NA;2279;NA
1;GU;423;a;221;320;195;NA;2330;116
1;GU;424;a;221;321;195;NA;2342;117
1;GU;432;a;221;321;195;NA;2344;117
1;GU;420;a;NA;312;196;NA;2267;NA
2;GV;445;a;234;337;214;NA;2668;127
2;GV;439;a;236;328;213;213;2643;NA
2;GV;446;a;238;332;230;304;2763;129
2;GV;449;a;240;348;260;280;2919;129
2;GV;449;a;240;350;247;300;2919;125
2;GW;480;a;217;305;223;NA;2005;120
2;GW;471;a;233;341;221;NA;2540;126
2;GW;470;a;233;345;224;NA;2612;NA
2;GW;473;a;234;335;222;NA;2540;125
2;GW;473;a;234;340;224;NA;2544;126
2;GW;480;a;236;337;230;NA;2714;122
2;GW;466;a;237;325;216;259;2597;125
2;GW;466;a;237;325;216;259;2635;125
2;GW;467;a;237;325;216;259;2647;125
2;GW;469;a;237;338;205;NA;2663;NA
2;GW;475;a;238;330;220;NA;2566;120
2;GW;478;a;240;350;217;NA;2795;119
2;GW;463;a;243;340;NA;234;2648;117
2;GW;468;a;NA;332;222;NA;2643;NA
1;GX;478;a;226;323;NA;226;2303;109
1;GY;539;a;221;333;213;NA;2570;NA
1;GY;541;a;NA;NA;NA;224;2515;NA
2;GZ;727;b;239;343;NA;234;2842;127
2;GZ;724;b;239;348;NA;236;2807;124
2;GZ;724;b;239;356;NA;239;2964;124
2;GZ;707;b;239;356;NA;259;2393;122
2;GZ;709;b;239;358;NA;231;3070;122
2;GZ;731;b;239;358;NA;234;2997;127
2;GZ;721;b;239;358;NA;241;3018;122
2;GZ;716;b;239;361;NA;234;2847;124
2;GZ;715;b;239;361;NA;241;2970;124
2;GZ;710;b;241;348;NA;221;3604;122
2;GZ;710;b;241;348;NA;241;2873;122
2;GZ;712;b;241;351;NA;229;2996;122
2;GZ;729;b;241;351;NA;236;2928;127
2;GZ;725;b;241;351;NA;239;2881;130
2;GZ;728;b;241;351;NA;244;2887;122
2;GZ;730;b;241;361;NA;239;2958;127
2;GZ;732;b;241;361;NA;246;3021;127
2;GZ;717;b;241;361;NA;249;2965;124
2;GZ;723;b;241;363;NA;239;3192;124
2;GZ;719;b;241;366;NA;249;2918;122
2;GZ;722;b;244;351;NA;249;2987;122
1;HA;563;b;221;333;203;213;2404;NA
1;HB;540;a;220;325;200;NA;2377;117
1;HB;546;a;222;330;210;NA;2497;120
1;HB;546;a;225;320;211;NA;2437;125
1;HB;545;a;225;323;191;NA;2788;119
1;HB;533;a;226;315;200;198;2397;123
1;HB;532;a;226;315;200;198;2459;123
1;HB;542;a;226;319;200;NA;2350;119
1;HB;529;a;226;328;NA;244;2426;122
1;HB;538;a;227;320;202;NA;2351;120
1;HB;539;a;227;321;202;NA;2359;121
1;HB;537;a;227;322;202;NA;2377;NA
1;HB;570;a;227;330;NA;NA;2483;NA
1;HB;536;a;231;320;197;NA;2335;NA
1;HC;441;b;212;330;206;282;2403;115
1;HC;437;b;217;321;190;NA;2244;108
1;HC;438;b;219;325;197;290;2360;110
1;HC;441;b;219;334;200;283;2403;112
1;HC;431;b;241;323;201;211;2242;NA
2;HD;463;a;236;305;NA;218;2356;122
2;HD;491;a;236;329;NA;NA;2492;NA
2;HE;381;a;240;360;252;NA;3149;124
2;HE;385;a;241;352;238;296;3108;111
2;HE;375;a;244;356;236;231;3071;NA
2;HE;385;a;250;367;261;311;3108;123
2;HE;382;a;250;370;250;304;3250;112
1;HF;262;a;220;329;NA;NA;2289;NA
1;HG;230;a;206;292;NA;193;1696;94
1;HH;239;a;212;315;NA;295;2053;103
1;HH;240;a;212;315;NA;295;2059;103
1;HH;241;a;212;319;NA;295;2195;103
1;HH;245;a;212;325;NA;295;2229;103
1;HH;246;a;212;325;NA;295;2284;103
1;HH;244;a;212;326;NA;295;2224;103
1;HH;247;a;214;328;NA;295;2289;103
2;HI;364;a;234;343;216;226;2836;NA
2;HI;375;a;235;350;240;303;3111;126
2;HI;374;a;236;359;247;320;3111;124
2;HI;371;a;236;362;243;320;3121;120
2;HI;371;a;240;358;230;NA;2973;122
1;HJ;474;a;216;337;250;NA;2614;123
1;HJ;475;a;223;346;213;306;2694;120
1;HJ;478;a;228;335;209;300;2785;126
1;HJ;468;a;229;340;196;213;2487;NA
1;HJ;478;a;230;357;220;300;2785;121
1;HK;486;b;221;352;242;300;2770;130
1;HK;489;b;221;392;252;315;2860;126
1;HK;479;b;224;351;244;211;2808;NA
1;HK;490;b;226;366;231;310;2860;128
1;HK;485;b;231;361;239;NA;2880;127
2;HL;443;a;236;348;NA;251;3321;127
1;HM;455;a;228;349;NA;NA;2918;NA
1;HN;519;b;201;330;NA;218;2515;117
2;HO;525;b;230;330;NA;203;2592;114
1;HP;498;b;202;297;190;290;2100;107
1;HP;491;b;203;236;188;183;1944;NA
1;HP;501;b;203;305;195;280;2139;108
1;HP;497;b;207;300;189;NA;2060;108
1;HP;501;b;NA;308;200;270;2139;109
2;HQ;548;a;250;361;235;NA;3124;130
2;HQ;553;a;250;361;235;NA;3482;130
2;HQ;545;a;250;376;243;NA;3211;NA
2;HQ;550;a;252;360;242;NA;3153;130
2;HQ;555;a;252;361;243;NA;3151;130
2;HQ;555;a;253;359;233;NA;2995;133
2;HQ;540;a;255;354;244;348;3263;130
2;HQ;541;a;255;354;244;348;3316;130
2;HQ;542;a;255;354;244;348;3320;130
2;HQ;546;a;255;373;243;NA;3200;134
2;HQ;547;a;255;375;243;NA;3204;135
2;HQ;544;a;257;370;237;NA;3330;NA
2;HQ;538;a;257;384;NA;244;3451;130
2;HQ;543;a;NA;370;249;NA;3366;NA
1;HR;647;b;244;351;NA;239;2784;130
1;HS;695;b;213;333;NA;198;2055;117
1;HT;779;b;221;348;NA;213;2502;124
1;HU;576;b;207;310;180;NA;2035;207
1;HU;570;b;208;310;182;NA;2023;NA
1;HU;572;b;208;312;183;NA;2028;116
1;HU;571;b;208;313;183;NA;2036;116
1;HU;569;b;208;314;190;NA;1975;NA
1;HU;573;b;210;314;183;NA;1981;112
1;HU;567;b;213;305;190;203;2091;112
1;HU;565;b;213;305;190;203;2152;112
1;HU;566;b;213;305;190;203;2152;112
1;HU;563;b;213;318;NA;208;2131;104
1;HU;580;b;214;310;185;NA;2201;115
1;HU;580;b;218;320;190;NA;2159;113
1;HU;578;b;219;318;192;NA;2402;110
1;HU;568;b;NA;318;190;NA;2084;NA
1;HV;311;a;200;297;NA;NA;2049;NA
1;HV;283;a;201;290;NA;208;1848;94
1;HW;308;a;222;326;NA;NA;2418;NA
2;HX;352;a;241;365;240;310;3480;132
2;HX;350;a;244;375;225;335;3660;132
2;HX;349;a;247;360;215;NA;3230;132
2;HX;343;a;251;358;231;257;3346;NA
2;HX;353;a;257;358;225;302;3480;130
2;HY;399;a;221;323;218;213;2489;NA
2;HY;407;a;222;328;225;310;2559;118
2;HY;409;a;226;345;235;300;2678;118
2;HY;406;a;227;332;220;NA;2570;110
2;HY;410;a;229;335;230;305;2678;122
1;HZ;549;b;210;315;198;287;1954;113
1;HZ;545;b;213;308;203;NA;2005;110
1;HZ;539;b;213;310;208;196;1933;NA
1;HZ;546;b;214;305;179;290;2002;107
1;HZ;549;b;214;310;196;280;1954;112
2;IA;503;b;251;358;226;NA;3270;NA
2;IA;505;b;NA;NA;NA;218;3349;NA
1;IB;488;a;221;337;NA;NA;2565;NA
1;IC;481;a;210;340;NA;NA;2635;NA
2;ID;467;b;246;363;NA;236;3088;119
1;IE;455;b;236;335;NA;226;2735;122
2;IF;467;b;221;297;183;198;2085;NA
2;IF;473;b;222;304;188;NA;2035;105
2;IF;474;b;225;316;180;283;2134;107
2;IF;477;b;228;341;244;297;2107;110
1;IG;441;a;218;338;NA;216;2616;118
1;IH;503;b;234;338;NA;226;2784;117
1;II;460;a;220;335;NA;NA;2436;NA
1;IJ;510;b;228;350;230;NA;2867;127
1;IJ;503;b;231;343;229;231;2828;NA
2;IK;377;a;218;320;214;280;2596;118
2;IK;367;a;221;312;213;213;2416;NA
2;IK;374;a;221;322;223;300;2581;114
2;IK;373;a;222;315;210;NA;2444;112
2;IK;377;a;223;326;227;290;2596;115
1;IL;331;a;209;331;231;288;2409;110
1;IL;321;a;213;310;198;NA;2344;NA
1;IL;328;a;217;314;210;270;2412;109
1;IL;331;a;220;326;221;286;2409;106
1;IL;327;a;221;323;218;NA;2364;107
1;IM;245;a;222;336;NA;306;2550;109
1;IM;240;a;222;338;NA;306;2493;109
1;IM;239;a;222;339;NA;306;2498;109
1;IM;241;a;222;341;NA;306;2601;109
1;IM;244;a;222;342;NA;306;2509;109
1;IM;245;a;222;344;NA;306;2515;109
1;IM;247;a;223;351;NA;306;2612;110
2;IN;205;a;214;347;237;291;2648;119
2;IN;196;a;224;325;213;206;2456;NA
2;IN;202;a;226;343;244;NA;2670;117
2;IN;203;a;234;351;220;270;2790;104
1;IO;182;a;211;312;185;NA;2146;NA
1;IO;184;a;212;314;182;NA;2052;107
1;IO;185;a;212;314;184;NA;2047;108
1;IO;186;a;212;315;184;NA;2050;108
1;IO;176;a;213;302;NA;226;1997;109
1;IO;189;a;213;315;182;NA;2053;107
1;IO;183;a;213;320;184;NA;2066;NA
1;IO;193;a;215;310;190;NA;2187;110
1;IO;191;a;215;319;185;NA;2005;105
1;IO;180;a;216;303;196;251;2038;108
1;IO;179;a;216;303;196;251;2067;108
1;IO;179;a;216;303;196;251;2072;108
1;IO;193;a;217;312;193;NA;2230;110
2;IP;174;a;196;292;NA;193;1738;102
2;IP;181;a;201;293;200;NA;1720;NA
2;IP;185;a;203;296;186;NA;1774;105
2;IP;178;a;204;296;194;165;1723;103
2;IP;177;a;204;296;194;165;1736;103
2;IP;179;a;204;296;194;165;1758;103
2;IP;190;a;205;295;185;NA;1936;100
2;IP;182;a;206;288;170;NA;1723;NA
2;IP;184;a;206;292;180;NA;1749;105
2;IP;183;a;206;292;181;NA;1842;104
2;IP;187;a;206;292;181;NA;1932;104
2;IP;192;a;206;297;184;NA;2805;99
2;IP;191;a;207;294;181;NA;1754;105
2;IP;180;a;NA;300;191;NA;1751;NA
1;IQ;226;a;227;350;NA;NA;1764;NA
1;IR;687;b;227;357;NA;NA;2533;NA
2;IS;418;a;NA;244;NA;213;3324;119
1;IT;456;a;230;349;NA;NA;2980;NA
1;IT;428;a;231;348;NA;274;2256;NA
2;IU;529;a;244;385;257;310;3492;132
2;IU;519;a;246;371;229;226;3271;NA
2;IU;530;a;246;390;245;320;3492;127
2;IU;527;a;248;392;255;331;3531;131
2;IU;526;a;257;378;235;NA;3321;130
1;IV;642;b;228;326;194;NA;2301;120
1;IV;635;b;231;351;196;213;2290;NA
1;IW;688;b;221;305;NA;226;2363;122
1;IW;686;b;221;315;NA;236;2272;122
1;IW;686;b;221;318;NA;216;2332;122
1;IW;685;b;221;325;NA;221;2395;122
1;IW;683;b;221;328;NA;213;2320;122
1;IX;484;a;227;330;NA;332;2585;111
1;IX;490;a;227;330;NA;333;2493;111
1;IX;484;a;227;330;NA;333;2575;111
1;IX;488;a;227;331;NA;333;2560;111
1;IX;489;a;227;333;NA;333;2610;111
1;IX;485;a;227;338;NA;333;2650;111
1;IX;492;a;228;339;NA;333;2713;111
2;IY;355;a;226;330;NA;231;2315;119
1;IZ;366;a;226;340;NA;224;2676;117
2;JA;66;a;173;249;NA;178;1198;89
2;JA;71;a;173;257;NA;178;1218;94
2;JA;66;a;178;249;NA;178;1154;117
2;JA;68;a;178;249;NA;183;1118;86
2;JA;70;a;178;251;NA;173;1143;91
2;JA;72;a;178;254;NA;178;1189;89
2;JA;67;a;178;257;NA;173;1148;91
2;JA;69;a;178;257;NA;185;1116;89
2;JA;76;a;178;262;NA;168;1168;89
2;JA;75;a;178;262;NA;191;1270;89
2;JA;75;a;180;257;NA;178;1198;86
2;JA;73;a;180;257;NA;180;1209;89
1;JB;85;a;173;272;NA;178;1433;94
1;JB;86;a;178;267;NA;183;1385;94
1;JB;88;a;180;254;NA;185;1388;94
1;JB;83;a;180;269;NA;185;1362;94
1;JB;86;a;180;274;NA;191;1258;94
1;JB;93;a;183;274;NA;208;1444;104
1;JB;94;a;183;284;NA;188;1500;102
1;JB;101;a;185;287;NA;198;1543;107
1;JB;103;a;188;274;NA;193;1582;104
1;JB;97;a;188;277;NA;193;1638;102
1;JB;98;a;188;284;NA;198;1531;104
1;JB;108;a;191;279;NA;193;1604;99
1;JB;104;a;191;279;NA;203;1581;97
1;JB;99;a;191;279;NA;203;1503;107
1;JB;106;a;191;284;NA;196;1622;104
1;JB;104;a;191;284;NA;206;1596;102
1;JB;100;a;191;287;NA;198;1493;97
1;JB;100;a;191;287;NA;203;1562;102
1;JB;107;a;193;282;NA;196;1608;102
1;JB;92;a;213;269;NA;203;1496;102
1;JB;92;a;213;272;NA;196;1466;102
1;JC;99;a;176;263;164;NA;1216;101
1;JC;100;a;176;264;164;NA;1218;100
1;JC;98;a;176;265;164;NA;1233;NA
1;JC;93;a;178;256;157;185;1226;90
1;JC;94;a;178;256;157;185;1226;90
1;JC;95;a;178;256;157;185;1307;90
1;JC;91;a;178;262;NA;173;1204;94
1;JC;107;a;179;260;160;NA;1267;179
1;JC;101;a;179;261;162;NA;1244;95
1;JC;108;a;179;265;167;NA;1327;98
1;JC;103;a;180;262;156;NA;1267;100
1;JC;106;a;180;265;168;NA;1208;95
1;JC;97;a;180;266;163;NA;1307;NA
1;JC;96;a;NA;259;165;NA;1290;NA
2;JD;108;a;201;290;NA;201;1665;104
2;JD;110;a;203;290;NA;206;1707;107
2;JD;111;a;203;295;NA;203;1720;109
2;JD;113;a;206;295;NA;211;1672;109
2;JD;117;a;206;300;NA;213;1831;117
2;JD;118;a;206;300;NA;213;1850;117
2;JD;111;a;206;310;NA;208;1720;109
2;JD;118;a;208;307;NA;213;1808;112
2;JD;119;a;208;310;NA;206;1870;119
2;JD;123;a;208;312;NA;221;1912;112
2;JD;125;a;211;300;NA;226;1924;114
2;JD;122;a;213;300;NA;221;1962;114
2;JD;127;a;213;310;NA;226;1879;114
2;JD;124;a;213;310;NA;229;1946;117
2;JD;130;a;213;315;NA;221;1984;117
2;JD;133;a;216;320;NA;213;2149;117
2;JD;126;a;218;305;NA;213;1894;114
2;JD;128;a;218;305;NA;221;2026;114
2;JD;129;a;218;312;NA;224;2002;114
2;JD;131;a;218;320;NA;224;2032;114
2;JD;132;a;218;323;NA;231;2173;114
1;JE;154;a;178;162;159;NA;1355;95
1;JE;131;a;178;249;154;218;1262;89
1;JE;130;a;178;249;154;218;1274;89
1;JE;129;a;178;249;154;218;1283;89
1;JE;127;a;178;257;NA;185;1266;97
1;JE;151;a;179;160;157;NA;1349;95
1;JE;135;a;179;162;158;NA;1348;95
1;JE;133;a;179;261;157;NA;1373;NA
1;JE;136;a;180;164;159;NA;1352;96
1;JE;134;a;180;164;160;NA;1356;NA
1;JE;137;a;180;268;165;NA;1380;95
1;JE;156;a;182;267;160;NA;1430;96
1;JE;156;a;182;270;160;NA;1392;98
1;JF;180;a;190;273;184;NA;1642;NA
1;JF;182;a;190;286;181;NA;1739;117
1;JF;186;a;190;288;185;NA;1746;100
1;JF;189;a;190;289;186;NA;1935;115
1;JF;181;a;191;289;179;NA;1733;NA
1;JF;183;a;191;289;182;NA;1736;117
1;JF;184;a;191;289;182;NA;1740;117
1;JF;190;a;192;290;188;NA;2886;113
1;JF;190;a;192;295;171;NA;1679;110
1;JF;177;a;197;284;169;229;1704;109
1;JF;176;a;197;284;169;229;1706;109
1;JF;178;a;197;284;169;229;1769;109
1;JF;179;a;NA;281;NA;NA;1702;NA
1;JG;545;b;198;322;206;NA;2361;NA
1;JG;556;b;212;321;213;NA;2412;125
